1) Gender,2) Age,3) Academic degree,4) Main field of research,6) Do you work\study only in the academia? ,"7) How many years have passed since your first academic publication (i.e., academic age)",8) Current affiliation's country ,"9) Based on the last 5 years, on average, how many research projects do you involved in, at the same time? ",10) How many academic papers did you publish with one or more co-author(s) other than your advisor(s)? ,"11) How many solo (i.e., you are the only author) papers did you publish? ",12) How many advisors did you have during your master's studies?,13) How many papers you published during your Masters with your advisor(s)? ,14) How many advisors did you have during your Ph.D. studies?,15) How many papers you published during your Ph.D. studies with your advisor(s)? ,16) How many years your (main) master's advisor is/was older than you?,17) What is/was your master's advisor academic title?,18) What is/was your (main) master's advisor's gender?,19) Did you have a conflict about credit distribution in a paper with your Master's advisor(s)?,20) How many years your (main) Ph.D.'s  (or MD)   advisor is/was older than you?,21) What is/was your (main) Ph.D. (or MD) advisor's gender?,22) Did you have a conflict about credit distribution in a paper with your Ph.D.  (or MD) advisor(s)?,23) What is/was your Ph.D.'s (or MD) advisor academic title?,24) Did you have a conflict about credit distribution in a paper with your peers?,25) Did you add someone to a paper without him\her contributing at all (or not enough to be named an author)? ,26) How often do you ask authors to cite you as part of a review process?,27) How often do you cite your colleagues even when the citation is not entirely scientifically warranted?,"28) How often a co-author raise demands or claims to get more credit in a paper, usually with a treat of delaying the paper's submission/publication?",29)  How many times do you update a papers' authors list based on co-authors' demands and NOT BASED ON CHANGES IN THE CONTRIBUTION of the authors?,5) Second field of research (if any),30) How often do you have to demand to get more credit for you work in a research?
Female,26-35,Third (Ph.D. \ MD),Economics,Yes,6-9,Hungary,2,5-10,1,1,0,1,2,5-10,Dr.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,No,"When relevant but not necessarily ""a must""",When in the general scope of the work,Rarely,Never,Management,Never
Male,46-55,Third (Ph.D. \ MD),Politics,No,10-20,Uruguay,3,5-10,5-10,1,0,1,1,20-40,Prof.,Male,Yes,5-10,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Process/Chemical engineering,No,20+,Slovenia,4,10+,10+,1,2,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Rarely
Male,36-45,Third (Ph.D. \ MD),Environmental science,Yes,6-9,Azerbaijan,3,5-10,0,1,1,1,2,10-20,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,46-55,Professor,Civil engineering,Yes,20+,Japan,2,10+,10+,1,1,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""",When in the general scope of the work,Rarely,Never,,Rarely
Male,26-35,Third (Ph.D. \ MD),Mechanical engineering,Yes,3-5,United Kingdom,3,5-10,0,1,0,1,5+,10-20,Prof.,Male,No,10-20,Male,No,Prof.,No,Yes,Whenever I can,Whenever I can,Rarely,Often,,Often
Female,26-35,Second (Master),Linguistics,No,1-2,Israel,2,2-5,1,1,1,,,40+,Dr.,Female,No,,,,,No,No,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,,Never
Male,46-55,Professor,Nano/Micro science,Yes,20+,Slovakia,4,10+,5-10,1,1,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Electrical and electronic engineering,No,6-9,Portugal,2,5-10,0,1,0,1,3,10-20,Dr.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Rarely
Female,46-55,Professor,Architecture and building engineering,No,10-20,United Kingdom,3,10+,1,1,1,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Rarely,Physics,Never
Male,26-35,Third (Ph.D. \ MD),Philosophy,Yes,1-2,Croatia,1,0,1,1,0,1,1,40+,Prof.,Male,No,40+,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,26-35,Third (Ph.D. \ MD),Mathematics,Yes,3-5,United Kingdom,2,1,1,1,0,2,3,10-20,Dr.,Male,No,20-40,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,56-65,Professor,Biological Science,Yes,20+,Ethiopia,4,10+,2-5,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Female,46-55,Professor,Economics,Yes,20+,Latvia,3,10+,5-10,1,0,1,4,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Rarely,,Rarely
Male,36-45,Professor,Computer Science (CS),Yes,10-20,Canada,4,10+,5-10,1,1,1,3,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,No,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Sociology,Yes,10-20,Korea South,3,10+,2-5,1,0,2,4,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,36-45,Professor,Electrical and electronic engineering,Yes,10-20,Czech Republic,3,10+,2-5,1,1,1,3,10-20,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,When in the general scope of the work,"When relevant but not necessarily ""a must""",Often,Rarely,,Never
Male,56-65,Professor,Neuroscience,Yes,20+,United States,5+,10+,5-10,1,0,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Environmental science,Yes,6-9,Cyprus,2,5-10,2-5,1,1,1,,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,56-65,Professor,Architecture and building engineering,Yes,20+,Israel,3,10+,10+,1,0,1,2,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,When in the general scope of the work,"When relevant but not necessarily ""a must""",Rarely,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Psychology,Yes,1-2,Congo,1,0,0,1,0,1,2,10-20,Dr.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Sociology,Never
Male,36-45,Third (Ph.D. \ MD),Psychology,Yes,3-5,Greece,2,0,1,1,0,1,1,10-20,Dr.,Male,Yes,5-10,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Never
Female,46-55,Professor,Management,Yes,20+,Luxembourg,4,5-10,5-10,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Electrical and electronic engineering,Yes,20+,Lebanon,2,10+,5-10,1,0,1,4,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *institute* as I am,Yes,When in the general scope of the work,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Never
Male,36-45,Third (Ph.D. \ MD),Chemistry,Yes,10-20,Grenada,3,5-10,5-10,1,0,1,2,10-20,Dr.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,26-35,Third (Ph.D. \ MD),Basic biology,Yes,3-5,Slovakia,2,2-5,0,1,0,1,3,10-20,Dr.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Architecture and building engineering,Yes,6-9,Spain,2,10+,2-5,1,1,1,3,20-40,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,Process/Chemical engineering,Never
Female,46-55,Professor,Anthropology,Yes,20+,Russian Federation,4,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *country* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Mathematics,Yes,6-9,Italy,2,2-5,10+,1,1,1,3,10-20,Prof.,Male,No,10-20,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Economics,No,3-5,Ireland {Republic},1,1,0,1,1,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Economics,No,6-9,Australia,2,2-5,1,1,1,1,3,5-10,Dr.,Female,No,10-20,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Mathematics,Yes,20+,Georgia,3,10+,2-5,1,0,1,1,40+,Prof.,Male,No,40+,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",When in the general scope of the work,Often,Rarely,,Rarely
Male,46-55,Third (Ph.D. \ MD),Management,No,6-9,Ireland {Republic},1,1,5-10,1,0,1,3,10-20,Dr.,Male,No,5-10,Male,Yes,Prof.,No,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Female,56-65,Professor,Basic medicine,No,20+,Germany,4,10+,2-5,1,0,1,3,10-20,Dr.,Male,No,20-40,Female,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Female,36-45,Third (Ph.D. \ MD),Linguistics,Yes,10-20,Latvia,3,10+,5-10,1,1,1,2,10-20,Dr.,Female,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,26-35,Third (Ph.D. \ MD),Applied physics,No,3-5,Germany,1,0,0,1,0,1,2,10-20,Dr.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,36-45,Third (Ph.D. \ MD),Plant production and environmental agriculture,Yes,10-20,Algeria,3,10+,1,1,0,1,3,10-20,Dr.,Male,Yes,20-40,Male,Yes,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Often,Rarely,,Rarely
Male,56-65,Professor,Agricultural science in society and economy,Yes,20+,Algeria,5+,10+,5-10,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Rarely,Plant production and environmental agriculture,Rarely
Female,36-45,Third (Ph.D. \ MD),Psychology,No,6-9,Brazil,2,2-5,2-5,1,1,1,3,10-20,Prof.,Female,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Never,Economics,Never
Female,36-45,Third (Ph.D. \ MD),Society medicine,No,6-9,Brazil,1,2-5,1,1,0,2,3,10-20,Dr.,Female,No,20-40,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,56-65,Professor,Economics,Yes,20+,Uruguay,3,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Often,Rarely,,Never
Male,46-55,Professor,Civil engineering,No,10-20,Brazil,3,10+,1,1,1,2,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,No,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Often,,Rarely
Male,36-45,Third (Ph.D. \ MD),Architecture and building engineering,Yes,3-5,Brazil,1,1,0,1,0,1,2,5-10,Dr.,Male,No,10-20,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,Civil engineering,Never
Male,46-55,Professor,Sociology,Yes,20+,Brazil,4,10+,10+,1,0,1,4,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Never,Psychology,Never
Female,36-45,Third (Ph.D. \ MD),Basic biology,Yes,10-20,Australia,4,10+,5-10,1,0,1,3,20-40,Prof.,Male,No,10-20,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Rarely
Female,26-35,Third (Ph.D. \ MD),Computer Science (CS),Yes,3-5,Brazil,2,0,0,1,0,1,3,5-10,Dr.,Male,No,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Economics,No,6-9,Brazil,2,5-10,0,1,0,2,5+,10-20,Dr.,Male,No,10-20,Male,Yes,Prof.,Yes - They were from the same *institute* as I am,No,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Never,Never,,Never
Male,46-55,Professor,Economics,No,20+,Uruguay,4,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Rarely,,Rarely
Female,36-45,Third (Ph.D. \ MD),Electrical and electronic engineering,No,10-20,New Zealand,3,5-10,2-5,1,1,2,4,10-20,Dr.,Male,Yes,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Rarely,,Never
Male,46-55,Professor,Society medicine,No,20+,New Zealand,2,10+,5-10,1,0,1,2,10-20,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,When in the general scope of the work,Only when absolutely relevant and warranted,Rarely,Rarely,Nursing,Rarely
Female,26-35,Third (Ph.D. \ MD),Law,No,6-9,Brazil,2,2-5,0,1,0,1,1,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Management,Often
Male,56-65,Professor,Mechanical engineering,Yes,20+,Brazil,4,10+,10+,1,1,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Rarely
Male,46-55,Professor,Environmental science,Yes,20+,Fiji,5+,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,,No,Prof.,Yes - They were from the same *country* as I am,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Sociology,Yes,10-20,Argentina,4,10+,5-10,1,1,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Rarely,,Rarely
Male,56-65,Professor,History,Yes,20+,Taiwan,5+,10+,10+,1,0,1,3,20-40,Prof.,Male,No,10-20,Male,No,Prof.,"No, Yes - They were from the same *field of study* as I am",Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Never,Rarely,Law,Never
Male,56-65,Professor,Physics,Yes,20+,Taiwan,2,10+,10+,1,0,1,1,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Male,56-65,Professor,Material engineering,Yes,20+,New Zealand,4,10+,10+,1,1,1,3,20-40,Prof.,Male,No,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,Civil engineering,Never
Male,46-55,Professor,Neuroscience,Yes,20+,Brazil,3,10+,2-5,1,0,2,3,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Male,36-45,Third (Ph.D. \ MD),Management,No,10-20,Uruguay,3,5-10,2-5,1,1,1,3,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Rarely
Male,56-65,Professor,Literature,Yes,20+,New Zealand,2,10+,10+,1,0,1,2,40+,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Rarely
Female,36-45,Third (Ph.D. \ MD),Linguistics,Yes,10-20,New Zealand,2,2-5,5-10,1,0,1,1,40+,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Chemistry,Yes,6-9,New Zealand,4,10+,1,1,0,1,3,20-40,Prof.,Male,No,20-40,Male,Yes,Prof.,No,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Never,Applied physics,Never
Male,56-65,Professor,Economics,No,20+,Brazil,5+,10+,10+,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,When in the general scope of the work,"When relevant but not necessarily ""a must""",Often,Rarely,,Rarely
Female,36-45,Third (Ph.D. \ MD),Environmental science,Yes,10-20,Brazil,3,10+,5-10,1,0,1,3,10-20,Dr.,Male,No,10-20,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,Yes,"When relevant but not necessarily ""a must""",When in the general scope of the work,Rarely,Rarely,,Rarely
Female,26-35,Third (Ph.D. \ MD),Nano/Micro science,Yes,6-9,New Zealand,2,2-5,1,1,2,1,3,10-20,Prof.,Female,Yes,20-40,Male,No,Prof.,Yes - They were from the same *country* as I am,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,,Never
Female,36-45,Third (Ph.D. \ MD),Neuroscience,No,10-20,New Zealand,3,10+,2-5,1,1,1,4,10-20,Dr.,Male,No,20-40,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""",When in the general scope of the work,Rarely,Never,Basic medicine,Rarely
Male,56-65,Professor,History,Yes,20+,New Zealand,5+,10+,10+,1,0,2,5+,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,,Never
Male,66+,Professor,Mathematics,Yes,20+,New Zealand,2,10+,10+,1,1,1,2,40+,Prof.,Male,Yes,10-20,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Rarely,Never,Economics,Never
Male,46-55,Professor,Mathematics,Yes,20+,New Zealand,3,10+,10+,1,1,1,4,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,Yes,"When relevant but not necessarily ""a must""","When relevant but not necessarily ""a must""",Rarely,Rarely,Physics,Rarely
Female,36-45,Third (Ph.D. \ MD),Basic biology,No,10-20,New Zealand,2,10+,1,1,0,1,3,20-40,Prof.,Male,Yes,20-40,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Often,,Never
Male,56-65,Professor,Mechanical engineering,Yes,20+,New Zealand,4,2-5,5-10,1,1,2,5+,20-40,Prof.,Male,No,20-40,Male,No,Prof.,Yes - They were from the same *institute* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Rarely
Male,46-55,Professor,Animal life science,Yes,20+,New Zealand,2,10+,2-5,1,1,2,3,40+,Prof.,Female,No,40+,Female,No,Prof.,Yes - They were from the same *country* as I am,Yes,"When relevant but not necessarily ""a must""",Only when absolutely relevant and warranted,Rarely,Rarely,,Never
Male,56-65,Professor,Chemistry,Yes,20+,New Zealand,4,10+,5-10,1,0,1,2,20-40,Prof.,Male,No,20-40,Male,No,Prof.,No,No,Only when absolutely relevant and warranted,Only when absolutely relevant and warranted,Never,Never,Chemistry,Never
Female,46-55,Professor,Politics,No,10-20,Brazil,2,10+,2-5,1,0,1,1,10-20,Prof.,Male,Yes,10-20,Male,No,Prof.,Yes - They were from the same *field of study* as I am,Yes,Only when absolutely relevant and warranted,"When relevant but not necessarily ""a must""",Rarely,Rarely,,Often
Male,36-45,Third (Ph.D. \ MD),Environmental science,Yes,6-9,Micronesia,3,5-10,2-5,1,0,1,2,10-20,Prof.,Male,No,10-20,Male,Yes,Prof.,Yes - They were from the same *field of study* as I am,No,When in the general scope of the work,"When relevant but not necessarily ""a must""",Often,Often,,Rarely
